"","x"
"254",8.291814941
"255",10.92272524
"256",6.195089209
"257",8.196702203
"258",11.03219628
"259",10.69545097
"260",8.886353767
"261",6.315728097
"262",8.94764954
"263",10.53266696
"264",10.20819601
"265",4.784504564
"266",6.623501627
"267",8.881834015
"268",10.34378172
"269",8.59904154
"270",6.194218257
"271",7.340831872
"272",7.546459812
"273",8.908285726
"274",10.28919283
"275",9.621377842
"276",8.576938515
"277",10.85220466
"278",7.762686404
"279",8.34664904
"280",8.075668293
"281",6.031940519
"282",11.93716925
"283",7.552719876
"284",8.940677658
"285",9.509218613
"286",9.99945595
"287",8.52785456
"288",8.044990497
"289",8.002310045
"290",10.40472716
"291",7.266598133
"292",8.454994041
"293",6.782951022
"294",9.944701591
"295",11.87179408
"296",7.431539848
"297",11.26472201
"298",9.34106835
"299",11.1965667
"300",13.50694708
"301",7.570114933
"302",9.947270445
"303",7.269333076
"304",10.35135525
"305",7.155874594
"306",8.039145634
"307",7.701281307
"308",8.124589794
"309",8.856407098
"310",10.10918444
"311",12.10379976
"312",6.122674632
"313",5.635676997
"314",9.147813889
"315",11.19794047
"316",9.218104815
"317",13.43333663
"318",6.41810854
"319",9.604138611
"320",11.387138
"321",11.3633131
"322",9.584018369
"323",10.59277224
"324",10.88916916
"325",10.80723441
"326",8.966910968
"327",9.598607883
"328",10.5115735
"329",12.3049749
"330",10.44012317
"331",9.149279672
"332",13.03395006
"333",5.259871946
"334",10.19265959
"335",9.654235945
"336",9.935685444
"337",11.65982967
"338",8.051408874
"339",11.37095449
"340",10.20309239
"341",10.5431263
"342",9.127755741
"343",5.346704643
"344",6.661960571
"345",9.804646832
"346",9.345828471
"347",10.13418072
"348",10.22507423
"349",9.069936508
"350",11.97803127
"351",6.359892522
"352",8.011012278
"353",11.18578735
"354",9.727743644
"355",11.12593078
"356",8.069213616
"357",12.14640793
"358",7.935352005
"359",8.409735602
"360",8.481264785
"361",10.75357156
"362",8.945283105
"363",6.58150356
"364",10.63817529
"365",6.943010522
"366",9.485046539
"367",11.47932332
"368",8.636703879
"369",8.589571334
"370",11.09980837
"371",6.664429592
"372",9.687980158
"373",9.443561006
"374",8.453299384
"375",8.765665883
"376",8.530571732
"377",9.163957438
"378",9.728408534
"379",9.09946458
"380",6.764463282
"381",9.982244281
"382",12.80908343
"383",8.959285688
"384",8.739111418
"385",8.35533637
"386",8.941379681
"387",15.03104007
"388",7.157116026
"389",8.517380801
"390",4.535569028
"391",10.58964035
"392",9.939037655
"393",12.06199615
"394",11.65441304
"395",8.967875645
"396",6.949535421
"397",9.156283517
"398",8.164379234
"399",9.562243782
"400",10.43858108
"401",12.38003639
"402",4.848381672
"403",8.854923921
"404",7.960684192
"405",11.79702853
"406",10.46388622
"407",8.931746204
"408",10.1667694
"409",7.689944315
"410",8.116018503
"411",8.214509019
"412",10.05640319
"413",11.27195361
"414",5.723350088
"415",10.44082863
"416",10.06751866
"417",9.601726543
"418",9.081968641
"419",12.00630525
"420",8.426768946
"421",7.714337645
"422",8.430650734
"423",6.658965198
"424",10.47987437
"425",8.769760585
"426",9.484348646
"427",8.724984482
"428",10.45195028
"429",8.347709357
"430",10.1216234
"431",9.750754335
"432",10.29523642
"433",12.06022709
"434",9.134993728
"435",9.238369848
"436",11.53894851
"437",8.110818031
"438",10.41572509
"439",4.549666728
"440",12.57444792
"441",9.127879067
"442",9.932310238
"443",10.0114615
"444",7.565537009
"445",7.606350941
"446",9.627168066
"447",7.75113606
"448",9.437777903
"449",13.56508855
"450",6.782282235
"451",8.920075113
"452",12.43181332
"453",9.080206153
"454",9.077237892
"455",7.234366978
"456",13.81219108
"457",6.562038521
"458",8.570687659
"459",11.22240065
"460",9.687397547
"461",9.830406951
"462",10.75441965
"463",8.51974217
"464",12.5804953
"465",9.68928233
"466",14.23557299
"467",8.437312897
"468",6.762304266
"469",10.18617727
"470",10.11418194
"471",11.21206613
"472",10.22650473
"473",10.14872468
"474",8.462982522
"475",10.96848411
"476",8.655924095
"477",10.44195798
"478",7.413103959
"479",7.749375194
"480",8.832316459
"481",10.95374696
"482",9.873709082
"483",7.374476664
"484",8.131999452
"485",6.226900572
"486",11.90188379
"487",9.774338898
"488",10.09000792
"489",8.90059457
"490",10.29682286
"491",12.62908579
"492",4.162081941
"493",8.021019279
"494",4.576011413
"495",10.50363464
"496",9.70846047
"497",8.432116121
"498",11.4993965
"499",9.445779937
"500",11.09566798
"501",8.382027303
"502",8.493091766
"503",6.6049076
"504",10.80889725
"505",10.83643039
"506",5.182124132
"507",8.994180321
"508",11.42185147
"509",7.754543049
"510",8.971982641
"511",10.57792617
"512",10.46665815
"513",9.815576104
"514",5.582210647
"515",9.47634161
"516",9.543116989
"517",10.86531075
"518",7.071153077
"519",10.02596957
"520",8.618543252
"521",10.97096504
"522",6.492067611
"523",11.95248106
"524",9.487681535
"525",8.604931392
"526",9.447762391
"527",5.143013695
"528",9.313015828
"529",8.097101515
"530",9.656681634
"531",10.84053162
"532",10.85097375
"533",10.21031466
"534",13.8267316
"535",8.114864475
"536",5.093489328
"537",9.730665585
"538",9.326480223
"539",8.882278571
"540",6.424779443
"541",9.263323788
"542",12.87070657
"543",8.734079404
"544",13.49016961
"545",6.739698097
"546",9.325083991
"547",11.61905042
"548",7.905479178
"549",11.38682976
"550",9.870606537
"551",7.167912605
"552",12.30656765
"553",8.313764252
"554",10.39005607
"555",11.34074697
"556",8.202679002
"557",8.440031046
"558",12.95581014
"559",8.191085505
"560",7.466216991
"561",10.36115021
"562",8.764616036
"563",9.211108174
"564",9.093943828
"565",5.85178283
"566",11.27374742
"567",10.72989303
"568",6.740019065
"569",11.24480953
"570",9.468575062
"571",9.526321633
"572",6.436561826
"573",11.79019776
"574",9.644085625
"575",5.63872828
"576",9.263609411
"577",12.66651936
"578",8.687358289
"579",13.16699823
"580",10.52339701
"581",7.36408604
"582",10.81892871
"583",13.11877296
"584",8.777177657
"585",3.426256837
"586",11.54731166
"587",13.22388984
"588",9.468580869
"589",11.43023923
"590",6.568039426
"591",7.187882311
"592",11.03166107
"593",8.767577837
"594",6.675345487
"595",9.583479453
"596",8.928641853
"597",8.840718982
"598",7.661620507
"599",10.54015625
"600",6.519615294
"601",8.572613769
"602",9.256597957
"603",7.698418788
"604",8.245577125
"605",9.782326406
"606",8.811062732
"607",10.72498035
"608",9.592535133
"609",6.284720348
"610",11.55688738
"611",7.380361276
"612",10.61483826
"613",9.092988854
"614",10.94546046
"615",10.7017593
"616",4.46768633
"617",6.443608935
"618",11.21908796
"619",10.37684522
"620",9.047334132
"621",10.28878936
"622",12.43123615
"623",10.27604234
"624",11.05873716
"625",8.776767157
"626",10.90050706
"627",11.45852314
"628",13.25253747
"629",9.072611386
"630",9.910220988
"631",6.904074344
"632",8.352079659
"633",6.810041204
"634",10.64666284
"635",7.797906023
"636",8.718917447
"637",6.214209402
"638",7.382018729
"639",11.0781057
"640",9.902588746
"641",7.223500413
"642",9.547325034
"643",10.13089885
"644",10.83350138
"645",9.66424188
"646",11.13144822
"647",7.882365043
"648",8.188303521
"649",11.46228063
"650",8.290756917
"651",6.874678674
"652",6.736538172
"653",13.5006195
"654",9.931903031
"655",8.346385711
"656",7.426982655
"657",8.900058725
"658",9.819659486
"659",10.8058379
"660",11.41584092
"661",8.417262943
"662",9.649553711
"663",11.04993053
"664",11.56571082
"665",8.361789693
"666",8.688215401
"667",8.701545001
"668",11.24427891
"669",8.987268014
"670",9.027815475
"671",4.401270045
"672",5.34854763
"673",11.56532732
"674",11.73197521
"675",7.030206034
"676",8.915073987
"677",10.81975926
"678",11.27036257
"679",11.07840876
"680",8.164774575
"681",7.778109313
"682",9.900483535
"683",7.619318657
"684",9.80904949
"685",10.8068314
"686",7.174883917
"687",8.617658886
"688",9.323499441
"689",6.794181419
"690",9.199106249
"691",9.290803498
"692",8.187320722
"693",7.27883755
"694",7.486013113
"695",7.30859061
"696",6.808920625
"697",8.888496221
"698",9.328682717
"699",8.160560671
"700",11.22555974
"701",8.560881048
"702",7.968239581
"703",11.84632858
"704",10.34558838
"705",12.5817187
"706",6.06707641
"707",7.417365802
"708",6.52363898
"709",6.724880042
"710",11.5850986
"711",6.444560069
"712",9.598192942
"713",9.992611987
"714",7.581447079
"715",9.901659169
"716",7.857969427
"717",5.591790353
"718",10.56822626
"719",9.630795241
"720",8.534228705
"721",12.45884471
"722",12.31647992
"723",10.41194285
"724",9.887718233
"725",11.81099258
"726",5.539908445
"727",10.42264095
"728",11.71911528
"729",12.93571925
"730",5.987546321
"731",9.94540532
"732",9.976206017
"733",9.406270266
"734",9.484466564
"735",8.964460355
"736",8.017379684
"737",7.564763657
"738",8.664016523
"739",8.407493572
"740",8.25248645
"741",7.127672624
"742",11.39418476
"743",12.10328481
"744",11.64782699
"745",11.01356343
"746",10.3437326
"747",12.07645821
"748",7.118251816
"749",7.63954212
"750",10.12091838
"751",6.820070532
"752",13.4026098
"753",10.82165779
"754",7.272625947
"755",9.917338877
"756",10.00629354
"757",11.97915445
"758",7.277921418
"759",8.491292852
"760",7.550014311
"761",11.43772724
"762",7.823158688
"763",9.070502548
"764",11.44463006
"765",6.64428003
"766",11.19177449
"767",8.052070512
"768",8.517160825
"769",5.605602078
"770",11.78448277
"771",12.638072
"772",8.726985625
"773",7.396842845
"774",10.30931939
"775",10.71961252
"776",4.391104014
"777",10.01494332
"778",11.09110224
"779",9.032802427
"780",11.46348491
"781",12.07650134
"782",7.0128586
"783",7.449595839
"784",7.348454462
"785",13.81808645
"786",5.536269925
"787",12.07286584
"788",8.617444636
"789",5.925588072
"790",10.53805777
"791",10.07804885
"792",7.367296619
"793",11.49188948
"794",12.12695414
"795",5.899606102
"796",7.966065417
"797",10.20475046
"798",10.01557976
"799",10.95298159
"800",3.930481773
"801",8.199617808
"802",7.299621628
"803",13.29999459
"804",8.958072515
"805",10.05083865
"806",11.48873061
"807",4.491989484
"808",8.844830141
"809",11.04991139
"810",10.11301722
"811",11.92389803
"812",10.34730664
"813",11.11229203
"814",7.325941604
"815",7.446563656
"816",12.48923859
"817",10.36317135
"818",10.97178527
"819",11.03427785
"820",9.624045519
"821",8.13684437
"822",8.694677491
"823",8.333332851
"824",10.802547
"825",10.12209685
"826",11.87779205
"827",10.02927698
"828",9.383138662
"829",9.223618549
"830",8.132569038
"831",6.598193738
"832",11.1595357
"833",7.522454516
"834",8.068159393
"835",10.56519414
"836",9.821005798
"837",11.61567195
"838",9.150563766
"839",13.48157766
"840",10.76296739
"841",8.906570686
"842",8.275065812
"843",6.714687887
"844",6.086224967
"845",9.649743197
"846",9.821800676
"847",9.104135951
"848",6.324762427
"849",6.795843903
"850",11.16069951
"851",11.62456326
"852",9.983817768
"853",8.637097509
"854",9.468989486
"855",9.296701809
"856",9.986553307
"857",7.709359833
"858",10.04964781
"859",9.020406621
"860",9.894696469
"861",7.468941935
"862",8.354408728
"863",10.85974082
"864",12.45176475
"865",9.559459582
"866",10.62001419
"867",6.288664259
"868",8.492147111
"869",10.21723941
"870",10.64992797
"871",8.033036326
"872",10.44985525
"873",5.154774868
"874",8.19613752
"875",11.93581414
"876",8.639422161
"877",8.6018785
"878",6.241641286
"879",10.44043766
"880",12.9073317
"881",12.3508652
"882",8.088124322
"883",10.10744262
"884",5.949813609
"885",12.04893993
"886",10.22735828
"887",7.692461815
"888",13.73107465
"889",8.461884016
"890",8.279367905
"891",13.46847379
"892",10.31865391
"893",9.556368298
"894",9.335024293
"895",9.961922844
"896",9.103360866
"897",9.78782194
"898",9.161839372
"899",6.658734832
"900",6.557596619
"901",9.059269363
"902",9.354522689
"903",8.917110519
"904",9.260383487
"905",9.50559671
"906",10.1090047
"907",11.73321408
"908",8.507690681
"909",8.603193737
"910",7.036773753
"911",8.256284346
"912",9.782538662
"913",9.189875267
"914",6.010393204
"915",8.291759386
"916",9.869028435
"917",8.162187825
"918",13.19730661
"919",11.17958233
"920",9.567554575
"921",12.08788996
"922",6.629277753
"923",12.77497484
"924",11.01502399
"925",7.06910656
"926",9.735354434
"927",9.267628509
"928",8.318424742
"929",6.684344993
"930",6.98190223
"931",7.983155528
"932",11.59351364
"933",12.34680656
"934",9.467861585
"935",8.934202793
"936",10.7243749
"937",8.201241136
"938",6.456772753
"939",11.21382038
"940",9.132238726
"941",10.51056957
"942",8.637501661
"943",6.963181132
"944",8.388422888
"945",10.26909029
"946",9.264266419
"947",11.20303683
"948",10.48375525
"949",10.29956755
"950",9.372033227
"951",11.77431086
"952",10.2057075
"953",10.52564642
"954",10.9207061
"955",5.080561722
"956",11.3558973
"957",7.658898584
"958",9.05163885
"959",9.753797893
"960",11.68745904
"961",5.741757817
"962",11.43295373
"963",9.334428132
"964",10.80345356
"965",10.07490415
"966",9.335024293
"967",11.6287832
"968",6.945485227
"969",11.1775588
"970",7.36720757
"971",8.778452489
"972",5.954552386
"973",7.018594441
"974",13.41910523
"975",11.47468469
"976",8.212351891
"977",10.2260275
"978",8.158463723
"979",6.811268281
"980",7.93700351
"981",14.00795502
"982",7.362492308
"983",11.32577517
"984",10.41248946
"985",10.47298067
"986",8.192853008
"987",8.44824198
"988",9.405021484
"989",10.05253438
"990",6.329513281
"991",8.39704013
"992",12.13333057
"993",9.55466142
"994",6.295452835
"995",10.09890799
"996",6.935104829
"997",12.410094
"998",10.60654367
"999",14.66941529
"1000",9.332097422
"1001",6.20282477
"1002",11.77236462
"1003",11.06924654
"1004",6.654721787
"1005",12.48043099
"1006",10.93846211
"1007",9.708260646
"1008",7.309978687
"1009",10.81532855
"1010",12.47367111
"1011",12.440775
"1012",5.102913282
"1013",7.553953449
"1014",11.41654366
"1015",10.69463967
"1016",11.840228
"1017",10.42176845
"1018",9.689371405
"1019",10.58481976
"1020",13.83334498
"1021",6.321286888
"1022",10.55127734
"1023",9.116033657
"1024",11.52905232
"1025",8.756907557
"1026",11.40333052
"1027",8.728506521
"1028",9.01580794
"1029",9.821596582
"1030",10.4822222
"1031",4.711047491
"1032",12.18916946
"1033",11.49551789
"1034",10.45033293
"1035",8.022806073
"1036",7.758908345
"1037",10.10988112
"1038",9.127239332
"1039",11.52500618
"1040",8.285584727
"1041",10.61832431
"1042",6.238147593
"1043",8.991585177
"1044",9.511033881
"1045",5.43816809
"1046",10.6218611
"1047",7.76595302
"1048",8.261086432
"1049",9.611846805
"1050",12.64923419
"1051",12.45208476
"1052",7.189254698
"1053",10.1417013
"1054",6.49739266
"1055",8.572959952
"1056",11.34377945
"1057",8.039969765
"1058",8.321169013
"1059",11.47268035
"1060",9.459024807
"1061",10.66869757
"1062",5.409019513
"1063",10.50275619
"1064",6.612030418
"1065",11.95053043
"1066",5.753787083
"1067",7.198741915
"1068",8.789789623
"1069",11.07113821
"1070",7.236679428
"1071",5.08186699
"1072",10.82953873
"1073",11.85308209
"1074",11.03584024
"1075",9.493879419
"1076",7.120812332
"1077",15.95761471
"1078",11.10877378
"1079",12.11864678
"1080",10.3832741
"1081",8.345982825
"1082",8.23903679
"1083",11.96791661
"1084",8.166974097
"1085",9.895165725
"1086",9.903472771
"1087",9.597722809
"1088",10.06742385
"1089",8.605513893
"1090",9.860075905
"1091",11.10135301
"1092",7.809184575
"1093",10.83777942
"1094",8.812502042
"1095",10.63195903
"1096",9.704977991
"1097",12.0462761
"1098",6.22138653
"1099",5.427317321
"1100",8.165681245
"1101",6.7615088
"1102",10.6892796
"1103",8.9856645
"1104",11.46481908
"1105",7.523943103
"1106",5.299179924
"1107",8.9869606
"1108",10.84295871
"1109",13.68993968
"1110",11.13309794
"1111",10.60559892
"1112",8.010563834
"1113",10.56938775
"1114",6.977190799
"1115",8.017053643
"1116",10.28372403
"1117",7.957410475
"1118",8.583200148
"1119",9.368522595
"1120",10.00007763
"1121",7.694402763
"1122",9.826599699
"1123",8.169570376
"1124",6.301040647
"1125",10.51093937
"1126",7.783111747
"1127",9.022921998
"1128",8.262527351
"1129",8.552738696
"1130",5.821839406
"1131",10.04696835
"1132",10.17320131
"1133",7.254189542
"1134",7.47903261
"1135",13.02808238
"1136",12.44711804
"1137",9.35679451
"1138",8.657312208
"1139",6.746808294
"1140",7.689809247
"1141",11.87520644
"1142",14.47254501
"1143",8.926486801
"1144",10.75838759
"1145",11.88687167
"1146",7.763051156
"1147",12.06702379
"1148",12.01104713
"1149",12.76641393
"1150",9.831177028
"1151",10.21135707
"1152",10.1406065
"1153",8.582603184
"1154",10.19155783
"1155",11.27220153
"1156",9.812548797
"1157",11.08084019
"1158",8.972798432
"1159",9.44776228
"1160",12.63550007
"1161",6.366038814
"1162",8.912416108
"1163",10.93736904
"1164",9.523836269
"1165",8.73899123
"1166",7.575419309
"1167",11.34343711
"1168",9.771269776
"1169",10.51065356
"1170",8.82076795
"1171",11.92544715
"1172",6.152128333
"1173",9.666710006
"1174",7.061156036
"1175",8.746474344
"1176",6.894179471
"1177",8.746644971
"1178",9.854609223
"1179",11.8152722
"1180",8.167812256
"1181",8.315053249
"1182",9.074222794
"1183",7.185389514
"1184",9.124362022
"1185",9.810293433
"1186",9.383096421
"1187",9.756063358
"1188",4.141864714
"1189",5.164644843
"1190",4.670200073
"1191",7.138970944
"1192",8.79723627
"1193",8.647148233
"1194",7.089223969
"1195",10.96055675
"1196",10.28200138
"1197",9.083092744
"1198",9.151401932
"1199",9.805017276
"1200",8.109209928
"1201",11.83000302
"1202",8.192164533
"1203",9.386135432
"1204",10.89232374
"1205",9.896286181
"1206",9.226303052
"1207",11.31148651
"1208",10.94327107
"1209",10.27967587
"1210",9.506739341
"1211",9.815021355
"1212",11.26596481
"1213",14.4871134
"1214",7.878074711
"1215",7.383743395
"1216",12.12605119
"1217",10.78018072
"1218",10.53326102
"1219",10.34737743
"1220",6.47176994
"1221",10.62083074
"1222",6.515294562
"1223",10.83259652
"1224",9.408122395
"1225",7.039830789
"1226",10.69289577
"1227",10.78877855
"1228",9.925353067
"1229",11.36693052
"1230",5.973242123
"1231",8.226854785
"1232",11.21635314
"1233",9.673584354
"1234",11.80896087
"1235",11.93660316
"1236",9.654641386
"1237",8.821029911
"1238",12.49061218
"1239",9.834978248
"1240",12.55695609
"1241",11.27335333
"1242",9.907494144
"1243",12.57400272
"1244",9.646946791
"1245",9.596831568
"1246",7.942738593
"1247",10.46384646
"1248",10.30562472
"1249",13.65763127
"1250",8.940192676
"1251",8.726557739
"1252",11.11230334
"1253",9.276382587
"1254",9.470851733
"1255",10.63900884
"1256",8.873943801
"1257",9.740511621
"1258",12.82689184
"1259",10.5618809
"1260",5.448454089
"1261",10.75974982
"1262",11.09635469
"1263",10.51259902
"1264",7.403642644
"1265",12.32175261
"1266",11.48223421
"1267",9.059159344
"1268",10.07863205
"1269",9.287533352
"1270",10.67138857
"1271",9.584810452
"1272",10.84903895
"1273",8.607685292
"1274",8.481124131
"1275",5.717063716
"1276",10.08743177
"1277",9.449855897
"1278",4.602390796
"1279",10.66463782
"1280",9.038002791
"1281",8.127839228
"1282",5.11126844
"1283",9.987402459
"1284",8.888836668
"1285",7.777256283
"1286",10.31366658
"1287",11.97600227
"1288",9.387914369
"1289",11.74764139
"1290",11.4824227
"1291",10.41188546
"1292",6.293514353
"1293",13.18472382
"1294",10.12477205
"1295",9.379740031
"1296",7.840791494
"1297",9.79940695
"1298",12.66513347
"1299",8.74622449
"1300",11.22281135
"1301",10.03319366
"1302",10.29744642
"1303",9.139971206
"1304",8.088789987
"1305",8.33527427
"1306",10.02168
"1307",8.322187184
"1308",10.7429705
"1309",5.883541656
"1310",10.27802226
"1311",9.283191666
"1312",10.20872685
"1313",11.36718658
"1314",9.917973607
"1315",8.028624258
"1316",8.51315184
"1317",11.96591515
"1318",9.114771304
"1319",9.030899777
"1320",9.244284058
"1321",11.77909129
"1322",8.537466081
"1323",8.789932533
"1324",11.76456128
"1325",10.95099453
"1326",11.434002
"1327",14.00915491
"1328",8.160712547
"1329",13.42880982
"1330",6.533680541
"1331",9.52732115
"1332",12.88842826
"1333",6.338293685
"1334",10.06089837
"1335",11.98256864
"1336",9.645463031
"1337",11.10543075
"1338",7.622348152
"1339",8.428754245
"1340",11.03664107
"1341",12.18496982
"1342",11.51806739
"1343",12.90793702
"1344",7.098480748
"1345",10.1641201
"1346",9.962449385
"1347",7.419417697
"1348",9.119326157
"1349",11.9647811
"1350",12.33856881
"1351",11.78029256
"1352",9.335311114
"1353",8.724638795
"1354",7.499658595
"1355",7.628460696
"1356",4.502285466
"1357",6.578600497
"1358",9.78447834
"1359",7.728899693
"1360",10.07517303
"1361",13.15074695
"1362",10.53872956
"1363",10.77090836
"1364",6.306377516
"1365",9.29803193
"1366",10.55158048
"1367",9.738900066
"1368",10.49579751
"1369",8.916103824
"1370",13.45512279
"1371",10.98641683
"1372",8.672859934
"1373",7.023822412
"1374",6.131964034
"1375",10.54712724
"1376",9.899440008
"1377",11.46123123
"1378",8.861421001
"1379",9.654901497
"1380",11.8304476
"1381",8.755584038
"1382",11.33129685
"1383",8.916521211
"1384",11.57436111
"1385",10.79367041
"1386",7.924063524
"1387",8.201484376
"1388",10.86642715
"1389",8.103490236
"1390",12.10102171
"1391",9.399315869
"1392",9.112577565
"1393",7.530935092
"1394",9.629571365
"1395",10.85760191
"1396",8.198857111
"1397",11.69291904
"1398",9.908412456
"1399",8.456633894
"1400",7.608498533
"1401",10.51041579
"1402",12.27318905
"1403",13.63869601
"1404",8.530074515
"1405",11.24794162
"1406",5.369302817
"1407",9.101075117
"1408",8.323860469
"1409",11.53317496
"1410",9.638865674
"1411",9.271652954
"1412",8.793471676
"1413",9.580998006
"1414",5.913341087
"1415",10.49240983
"1416",8.838513202
"1417",9.254435995
"1418",7.871058126
"1419",11.05729732
"1420",10.29342324
"1421",11.05335758
"1422",7.138867145
"1423",7.525035699
"1424",9.299473754
"1425",11.00805395
"1426",9.792392794
"1427",10.40603783
"1428",10.13627762
"1429",11.43312458
"1430",7.517060211
"1431",13.72965331
"1432",8.680352638
"1433",8.556607974
"1434",9.617221084
"1435",7.488669146
"1436",8.967981827
"1437",8.192723342
"1438",8.900859356
"1439",9.177938823
"1440",9.578613801
"1441",9.435144681
"1442",7.841875053
"1443",13.40298041
"1444",9.321045367
"1445",9.582491392
"1446",8.083300688
"1447",7.085277635
"1448",7.764369781
"1449",6.155265578
"1450",6.544533581
"1451",7.821478281
"1452",8.128623189
"1453",6.813222974
"1454",12.23373427
"1455",9.533359908
"1456",9.251623239
"1457",11.18602937
"1458",9.27128777
"1459",8.897154151
"1460",11.32503635
"1461",6.097125966
"1462",5.994088896
"1463",9.688623809
"1464",11.30565979
"1465",8.437828509
"1466",8.574916352
"1467",12.85772315
"1468",10.67534973
"1469",11.55216422
"1470",11.70466644
"1471",9.938077449
"1472",12.38703288
"1473",7.348017392
"1474",12.31727952
"1475",9.254286808
"1476",12.34675051
"1477",10.6869766
"1478",10.5910342
"1479",8.173760995
"1480",9.554339474
"1481",8.668790525
"1482",8.826990562
"1483",10.5237911
"1484",9.618932759
"1485",11.3252324
"1486",5.69080352
"1487",8.512204315
"1488",12.88235355
"1489",7.877246052
"1490",7.11627937
"1491",6.583708566
"1492",6.850387454
"1493",10.93169202
"1494",8.215450916
"1495",13.19392968
"1496",10.9415461
"1497",11.32962375
"1498",7.267676218
"1499",10.77438939
